sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"FMO2","Approved symbol","FMO2","flavin containing dimethylaniline monoxygenase 2","HGNC:3770","1q24.3"
"FMO2","Previous symbol","FMO4","flavin containing dimethylaniline monoxygenase 4","HGNC:3772","1q24.3"
"SUCO","Approved symbol","SUCO","SUN domain containing ossification factor","HGNC:1240","1q24.3"
"MSH2","Approved symbol","MSH2","mutS homolog 2","HGNC:7325","2p21-p16.3"
"MAP3K1","Approved symbol","MAP3K1","mitogen-activated protein kinase kinase kinase 1","HGNC:6848","5q11.2"
"DHPS","Approved symbol","DHPS","deoxyhypusine synthase","HGNC:2869","19p13.13"
"HOOK2","Approved symbol","HOOK2","hook microtubule tethering protein 2","HGNC:19885","19p13.13"
"NXPE1","Approved symbol","NXPE1","neurexophilin and PC-esterase domain family member 1","HGNC:28527","11q23.2"
"ARCN1","Approved symbol","ARCN1","archain 1","HGNC:649","11q23.3"
"EPB41L4B","Approved symbol","EPB41L4B","erythrocyte membrane protein band 4.1 like 4B","HGNC:19818","9q31.3"
"TMEM38B","Approved symbol","TMEM38B","transmembrane protein 38B","HGNC:25535","9q31.2"
"PSMD5","Approved symbol","PSMD5","proteasome 26S subunit, non-ATPase 5","HGNC:9563","9q33.2"
"PTGS1","Approved symbol","PTGS1","prostaglandin-endoperoxide synthase 1","HGNC:9604","9q33.2"
"NUP188","Approved symbol","NUP188","nucleoporin 188","HGNC:17859","9q34.11"
"CRAT","Approved symbol","CRAT","carnitine O-acetyltransferase","HGNC:2342","9q34.11"
"SH2D3C","Approved symbol","SH2D3C","SH2 domain containing 3C","HGNC:16884","9q34.11"
"NANS","Approved symbol","NANS","N-acetylneuraminate synthase","HGNC:19237","9q22.33"
"TBC1D2","Approved symbol","TBC1D2","TBC1 domain family member 2","HGNC:18026","9q22.33"
"WHRN","Approved symbol","WHRN","whirlin","HGNC:16361","9q32"
"PDE6C","Approved symbol","PDE6C","phosphodiesterase 6C","HGNC:8787","10q23.33"
"CWF19L1","Approved symbol","CWF19L1","CWF19 like cell cycle control factor 1","HGNC:25613","10q24.31"
"SEMA4G","Approved symbol","SEMA4G","semaphorin 4G","HGNC:10735","10q24.31"
"BTAF1","Approved symbol","BTAF1","B-TFIID TATA-box binding protein associated factor 1","HGNC:17307","10q23.32"
"IKZF5","Approved symbol","IKZF5","IKAROS family zinc finger 5","HGNC:14283","10q26.13"
"BLNK","Approved symbol","BLNK","B cell linker","HGNC:14211","10q24.1"
"TLL2","Approved symbol","TLL2","tolloid like 2","HGNC:11844","10q24.1"
"CYP26A1","Approved symbol","CYP26A1","cytochrome P450 family 26 subfamily A member 1","HGNC:2603","10q23.33"
"TDRD1","Approved symbol","TDRD1","tudor domain containing 1","HGNC:11712","10q25.3"
"SORBS1","Approved symbol","SORBS1","sorbin and SH3 domain containing 1","HGNC:14565","10q24.1"
"CRTAC1","Approved symbol","CRTAC1","cartilage acidic protein 1","HGNC:14882","10q24.2"
"BAMBI","Approved symbol","BAMBI","BMP and activin membrane bound inhibitor","HGNC:30251","10p12.1"
"IL11","Approved symbol","IL11","interleukin 11","HGNC:5966","19q13.42"
"MYO3A","Approved symbol","MYO3A","myosin IIIA","HGNC:7601","10p12.1"
"WAC","Approved symbol","WAC","WW domain containing adaptor with coiled-coil","HGNC:17327","10p12.1"
"CREM","Approved symbol","CREM","cAMP responsive element modulator","HGNC:2352","10p11.21"
"NUBP2","Approved symbol","NUBP2","NUBP iron-sulfur cluster assembly factor 2, cytosolic","HGNC:8042","16p13.3"
"TPSD1","Approved symbol","TPSD1","tryptase delta 1","HGNC:14118","16p13.3"
"SMIM24","Approved symbol","SMIM24","small integral membrane protein 24","HGNC:37244","19p13.3"
"HIVEP1","Approved symbol","HIVEP1","HIVEP zinc finger 1","HGNC:4920","6p24.1"
"TREM2","Approved symbol","TREM2","triggering receptor expressed on myeloid cells 2","HGNC:17761","6p21.1"
"KCNK16","Approved symbol","KCNK16","potassium two pore domain channel subfamily K member 16","HGNC:14464","6p21.2"
"CRISP3","Approved symbol","CRISP3","cysteine rich secretory protein 3","HGNC:16904","6p12.3"
"FKBP5","Approved symbol","FKBP5","FKBP prolyl isomerase 5","HGNC:3721","6p21.31"
"SRPK1","Approved symbol","SRPK1","SRSF protein kinase 1","HGNC:11305","6p21.31"
"BRPF3","Approved symbol","BRPF3","bromodomain and PHD finger containing 3","HGNC:14256","6p21.31"
"MRPS18A","Approved symbol","MRPS18A","mitochondrial ribosomal protein S18A","HGNC:14515","6p21.1"
"PGC","Approved symbol","PGC","progastricsin","HGNC:8890","6p21.1"
"TMEM14A","Approved symbol","TMEM14A","transmembrane protein 14A","HGNC:21076","6p12.2"
"EFHC1","Approved symbol","EFHC1","EF-hand domain containing 1","HGNC:16406","6p12.2"
"NCR2","Approved symbol","NCR2","natural cytotoxicity triggering receptor 2","HGNC:6732","6p21.1"
"HSP90AB1","Approved symbol","HSP90AB1","heat shock protein 90 alpha family class B member 1","HGNC:5258","6p21.1"
"MLN","Approved symbol","MLN","motilin","HGNC:7141","6p21.31"
"MLN","Alias symbol","MRLN","myoregulin","HGNC:48649","10q21.2"
"CDC5L","Approved symbol","CDC5L","cell division cycle 5 like","HGNC:1743","6p21.1"
"ITPR3","Approved symbol","ITPR3","inositol 1,4,5-trisphosphate receptor type 3","HGNC:6182","6p21.31"
"ZNF184","Approved symbol","ZNF184","zinc finger protein 184","HGNC:12975","6p22.1"
"DSP","Approved symbol","DSP","desmoplakin","HGNC:3052","6p24.3"
"SIRT1","Approved symbol","SIRT1","sirtuin 1","HGNC:14929","10q21.3"
"HNRNPH3","Approved symbol","HNRNPH3","heterogeneous nuclear ribonucleoprotein H3","HGNC:5043","10q21.3"
"IFT74","Approved symbol","IFT74","intraflagellar transport 74","HGNC:21424","9p21.2"
"JAK2","Approved symbol","JAK2","Janus kinase 2","HGNC:6192","9p24.1"
"IL12RB1","Approved symbol","IL12RB1","interleukin 12 receptor subunit beta 1","HGNC:5971","19p13.11"
"ABL1","Approved symbol","ABL1","ABL proto-oncogene 1, non-receptor tyrosine kinase","HGNC:76","9q34.12"
"ACOT7","Approved symbol","ACOT7","acyl-CoA thioesterase 7","HGNC:24157","1p36.31"
"SH3GLB1","Approved symbol","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1","HGNC:10833","1p22.3"
"CDC7","Approved symbol","CDC7","cell division cycle 7","HGNC:1745","1p22.1"
"SYDE2","Approved symbol","SYDE2","synapse defective Rho GTPase homolog 2","HGNC:25841","1p22.3"
"PCSK5","Approved symbol","PCSK5","proprotein convertase subtilisin/kexin type 5","HGNC:8747","9q21.13"
"SCD","Approved symbol","SCD","stearoyl-CoA desaturase","HGNC:10571","10q24.31"
"SCD","Alias symbol","SLC22A5","solute carrier family 22 member 5","HGNC:10969","5q31.1"
"TMED1","Approved symbol","TMED1","transmembrane p24 trafficking protein 1","HGNC:17291","19p13.2"
"ABLIM1","Approved symbol","ABLIM1","actin binding LIM protein 1","HGNC:78","10q25.3"
"ERMP1","Approved symbol","ERMP1","endoplasmic reticulum metallopeptidase 1","HGNC:23703","9p24.1"
"RAB18","Approved symbol","RAB18","RAB18, member RAS oncogene family","HGNC:14244","10p12.1"
"NRP1","Approved symbol","NRP1","neuropilin 1","HGNC:8004","10p11.22"
"PRTFDC1","Approved symbol","PRTFDC1","phosphoribosyl transferase domain containing 1","HGNC:23333","10p12.1"
"PALMD","Approved symbol","PALMD","palmdelphin","HGNC:15846","1p21.2"
"TSPAN15","Approved symbol","TSPAN15","tetraspanin 15","HGNC:23298","10q22.1"
"MACROH2A2","Approved symbol","MACROH2A2","macroH2A.2 histone","HGNC:14453","10q22.1"
"WASHC2A","Approved symbol","WASHC2A","WASH complex subunit 2A","HGNC:23416","10q11.23"
"MAST3","Approved symbol","MAST3","microtubule associated serine/threonine kinase 3","HGNC:19036","19p13.11"
"MZF1","Approved symbol","MZF1","myeloid zinc finger 1","HGNC:13108","19q13.43"
"OCEL1","Approved symbol","OCEL1","occludin/ELL domain containing 1","HGNC:26221","19p13.11"
"MYO9B","Approved symbol","MYO9B","myosin IXB","HGNC:7609","19p13.11"
"KCNK6","Approved symbol","KCNK6","potassium two pore domain channel subfamily K member 6","HGNC:6281","19q13.2"
"CATSPERG","Approved symbol","CATSPERG","cation channel sperm associated auxiliary subunit gamma","HGNC:25243","19q13.2"
"PSMD8","Approved symbol","PSMD8","proteasome 26S subunit, non-ATPase 8","HGNC:9566","19q13.2"
"FBXL19","Approved symbol","FBXL19","F-box and leucine rich repeat protein 19","HGNC:25300","16p11.2"
"STX1B","Approved symbol","STX1B","syntaxin 1B","HGNC:18539","16p11.2"
"HSD3B7","Approved symbol","HSD3B7","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7","HGNC:18324","16p11.2"
"SETD1A","Approved symbol","SETD1A","SET domain containing 1A, histone lysine methyltransferase","HGNC:29010","16p11.2"
"BCL7C","Approved symbol","BCL7C","BAF chromatin remodeling complex subunit BCL7C","HGNC:1006","16p11.2"
"MAGEB2","Approved symbol","MAGEB2","MAGE family member B2","HGNC:6809","Xp21.2"
"EFNA2","Approved symbol","EFNA2","ephrin A2","HGNC:3222","19p13.3"
"CIRBP","Approved symbol","CIRBP","cold inducible RNA binding protein","HGNC:1982","19p13.3"
"ATP5F1D","Approved symbol","ATP5F1D","ATP synthase F1 subunit delta","HGNC:837","19p13.3"
"CBARP","Approved symbol","CBARP","CACN subunit beta associated regulatory protein","HGNC:28617","19p13.3"
"PCDH11Y","Approved symbol","PCDH11Y","protocadherin 11 Y-linked","HGNC:15813","Yp11.2"
"AMELY","Approved symbol","AMELY","amelogenin Y-linked","HGNC:462","Yp11.2"
"IGFALS","Approved symbol","IGFALS","insulin like growth factor binding protein acid labile subunit","HGNC:5468","16p13.3"
"HNRNPM","Approved symbol","HNRNPM","heterogeneous nuclear ribonucleoprotein M","HGNC:5046","19p13.2"
"MARCHF2","Approved symbol","MARCHF2","membrane associated ring-CH-type finger 2","HGNC:28038","19p13.2"
"NDUFB7","Approved symbol","NDUFB7","NADH:ubiquinone oxidoreductase subunit B7","HGNC:7702","19p13.12"
"TECR","Approved symbol","TECR","trans-2,3-enoyl-CoA reductase","HGNC:4551","19p13.12"
"TIMM13","Approved symbol","TIMM13","translocase of inner mitochondrial membrane 13","HGNC:11816","19p13.3"
"CDC34","Approved symbol","CDC34","cell division cycle 34, ubiquitin conjugating enzyme","HGNC:1734","19p13.3"
"MTAP","Approved symbol","MTAP","methylthioadenosine phosphorylase","HGNC:7413","9p21.3"
"MISP","Approved symbol","MISP","mitotic spindle positioning","HGNC:27000","19p13.3"
"CEP170B","Approved symbol","CEP170B","centrosomal protein 170B","HGNC:20362","14q32.33"
"POLR2E","Approved symbol","POLR2E","RNA polymerase II, I and III subunit E","HGNC:9192","19p13.3"
"POLRMT","Approved symbol","POLRMT","RNA polymerase mitochondrial","HGNC:9200","19p13.3"
"HCN2","Approved symbol","HCN2","hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2","HGNC:4846","19p13.3"
"CDHR5","Approved symbol","CDHR5","cadherin related family member 5","HGNC:7521","11p15.5"
"IZUMO4","Approved symbol","IZUMO4","IZUMO family member 4","HGNC:26950","19p13.3"
"RASSF7","Approved symbol","RASSF7","Ras association domain family member 7","HGNC:1166","11p15.5"
"GADD45B","Approved symbol","GADD45B","growth arrest and DNA damage inducible beta","HGNC:4096","19p13.3"
"PALM","Approved symbol","PALM","paralemmin","HGNC:8594","19p13.3"
"MADCAM1","Approved symbol","MADCAM1","mucosal vascular addressin cell adhesion molecule 1","HGNC:6765","19p13.3"
"MKNK2","Approved symbol","MKNK2","MAPK interacting serine/threonine kinase 2","HGNC:7111","19p13.3"
"ARVCF","Approved symbol","ARVCF","ARVCF delta catenin family member","HGNC:728","22q11.21"
"TRMT2A","Approved symbol","TRMT2A","tRNA methyltransferase 2 homolog A","HGNC:24974","22q11.21"
"RANBP1","Approved symbol","RANBP1","RAN binding protein 1","HGNC:9847","22q11.21"
"ZDHHC8","Approved symbol","ZDHHC8","zDHHC palmitoyltransferase 8","HGNC:18474","22q11.21"
"KLHL22","Approved symbol","KLHL22","kelch like family member 22","HGNC:25888","22q11.21"
"MED15","Approved symbol","MED15","mediator complex subunit 15","HGNC:14248","22q11.21"
"SERPIND1","Approved symbol","SERPIND1","serpin family D member 1","HGNC:4838","22q11.21"
"SNAP29","Approved symbol","SNAP29","synaptosome associated protein 29","HGNC:11133","22q11.21"
"CRKL","Approved symbol","CRKL","CRK like proto-oncogene, adaptor protein","HGNC:2363","22q11.21"
"LZTR1","Approved symbol","LZTR1","leucine zipper like post translational regulator 1","HGNC:6742","22q11.21"
"MMP11","Approved symbol","MMP11","matrix metallopeptidase 11","HGNC:7157","22q11.23"
"CECR2","Approved symbol","CECR2","CECR2 histone acetyl-lysine reader","HGNC:1840","22q11.1-q11.21"
"SMARCB1","Approved symbol","SMARCB1","SWI/SNF related BAF chromatin remodeling complex subunit B1","HGNC:11103","22q11.23"
"P2RX6","Approved symbol","P2RX6","purinergic receptor P2X 6","HGNC:8538","22q11.21"
"DERL3","Approved symbol","DERL3","derlin 3","HGNC:14236","22q11.23"
"SLC7A4","Approved symbol","SLC7A4","solute carrier family 7 member 4","HGNC:11062","22q11.21"
"BCL2L13","Approved symbol","BCL2L13","BCL2 like 13","HGNC:17164","22q11.21"
"DDTL","Approved symbol","DDTL","D-dopachrome tautomerase like","HGNC:33446","22q11.23"
"DDT","Approved symbol","DDT","D-dopachrome tautomerase","HGNC:2732","22q11.23"
"GSTT2","Approved symbol","GSTT2","glutathione S-transferase theta 2 (gene/pseudogene)","HGNC:4642","22q11.23"
"OSM","Approved symbol","OSM","oncostatin M","HGNC:8506","22q12.2"
"OSM","Alias symbol","CCM2","CCM2 scaffold protein","HGNC:21708","7p13"
"CABIN1","Approved symbol","CABIN1","calcineurin binding protein 1","HGNC:24187","22q11.23"
"TBC1D10A","Approved symbol","TBC1D10A","TBC1 domain family member 10A","HGNC:23609","22q12.2"
"SUSD2","Approved symbol","SUSD2","sushi domain containing 2","HGNC:30667","22q11.23"
"SF3A1","Approved symbol","SF3A1","splicing factor 3a subunit 1","HGNC:10765","22q12.2"
"GGT5","Approved symbol","GGT5","gamma-glutamyltransferase 5","HGNC:4260","22q11.23"
"RNF215","Approved symbol","RNF215","ring finger protein 215","HGNC:33434","22q12.2"
"SEC14L2","Approved symbol","SEC14L2","SEC14 like lipid binding 2","HGNC:10699","22q12.2"
"SEC14L3","Approved symbol","SEC14L3","SEC14 like lipid binding 3","HGNC:18655","22q12.2"
"SPECC1L","Approved symbol","SPECC1L","sperm antigen with calponin homology and coiled-coil domains 1 like","HGNC:29022","22q11.23"
"PPIL2","Approved symbol","PPIL2","peptidylprolyl isomerase like 2","HGNC:9261","22q11.21"
"UPB1","Approved symbol","UPB1","beta-ureidopropionase 1","HGNC:16297","22q11.23"
"YPEL1","Approved symbol","YPEL1","yippee like 1","HGNC:12845","22q11.21-q11.22"
"SNRPD3","Approved symbol","SNRPD3","small nuclear ribonucleoprotein D3 polypeptide","HGNC:11160","22q11.23"
"PES1","Approved symbol","PES1","pescadillo ribosomal biogenesis factor 1","HGNC:8848","22q12.2"
"MAPK1","Approved symbol","MAPK1","mitogen-activated protein kinase 1","HGNC:6871","22q11.22"
"GGT1","Approved symbol","GGT1","gamma-glutamyltransferase 1","HGNC:4250","22q11.23"
"PRODH","Approved symbol","PRODH","proline dehydrogenase 1","HGNC:9453","22q11.21"
"PPM1F","Approved symbol","PPM1F","protein phosphatase, Mg2+/Mn2+ dependent 1F","HGNC:19388","22q11.22"
"SLC35E4","Approved symbol","SLC35E4","solute carrier family 35 member E4","HGNC:17058","22q12.2"
"TOP3B","Approved symbol","TOP3B","DNA topoisomerase III beta","HGNC:11993","22q11.22"
"CRYBB3","Approved symbol","CRYBB3","crystallin beta B3","HGNC:2400","22q11.23"
"CYTH4","Approved symbol","CYTH4","cytohesin 4","HGNC:9505","22q13.1"
"ESS2","Approved symbol","ESS2","ess-2 splicing factor homolog","HGNC:16817","22q11.21"
"MFNG","Approved symbol","MFNG","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","HGNC:7038","22q13.1"
"CARD10","Approved symbol","CARD10","caspase recruitment domain family member 10","HGNC:16422","22q13.1"
"SLC25A1","Approved symbol","SLC25A1","solute carrier family 25 member 1","HGNC:10979","22q11.21"
"GRK3","Approved symbol","GRK3","G protein-coupled receptor kinase 3","HGNC:290","22q12.1"
"PLA2G3","Approved symbol","PLA2G3","phospholipase A2 group III","HGNC:17934","22q12.2"
"LGALS2","Approved symbol","LGALS2","galectin 2","HGNC:6562","22q13.1"
"LGALS2","Previous symbol","LGALS3","galectin 3","HGNC:6563","14q22.3"
"GGA1","Approved symbol","GGA1","golgi associated, gamma adaptin ear containing, ARF binding protein 1","HGNC:17842","22q13.1"
"HIRA","Approved symbol","HIRA","histone cell cycle regulator","HGNC:4916","22q11.21"
"SH3BP1","Approved symbol","SH3BP1","SH3 domain binding protein 1","HGNC:10824","22q13.1"
"SEZ6L","Approved symbol","SEZ6L","seizure related 6 homolog like","HGNC:10763","22q12.1"
"LGALS1","Approved symbol","LGALS1","galectin 1","HGNC:6561","22q13.1"
"HPS4","Approved symbol","HPS4","HPS4 biogenesis of lysosomal organelles complex 3 subunit 2","HGNC:15844","22q12.1"
"PIK3IP1","Approved symbol","PIK3IP1","phosphoinositide-3-kinase interacting protein 1","HGNC:24942","22q12.2"
"SRRD","Approved symbol","SRRD","SRR1 domain containing","HGNC:33910","22q12.1"
"PATZ1","Approved symbol","PATZ1","POZ/BTB and AT hook containing zinc finger 1","HGNC:13071","22q12.2"
"TRIOBP","Approved symbol","TRIOBP","TRIO and F-actin binding protein","HGNC:17009","22q13.1"
"TFIP11","Approved symbol","TFIP11","tuftelin interacting protein 11","HGNC:17165","22q12.1"
"GCAT","Approved symbol","GCAT","glycine C-acetyltransferase","HGNC:4188","22q13.1"
"GGTLC2","Approved symbol","GGTLC2","gamma-glutamyltransferase light chain 2","HGNC:18596","22q11.22"
"CRYBB1","Approved symbol","CRYBB1","crystallin beta B1","HGNC:2397","22q12.1"
"ANKRD54","Approved symbol","ANKRD54","ankyrin repeat domain 54","HGNC:25185","22q13.1"
"EIF3L","Approved symbol","EIF3L","eukaryotic translation initiation factor 3 subunit L","HGNC:18138","22q13.1"
"SNU13","Approved symbol","SNU13","small nuclear ribonucleoprotein 13","HGNC:7819","22q13.2"
"MICALL1","Approved symbol","MICALL1","MICAL like 1","HGNC:29804","22q13.1"
"POLR2F","Approved symbol","POLR2F","RNA polymerase II, I and III subunit F","HGNC:9193","22q13.1"
"SOX10","Approved symbol","SOX10","SRY-box transcription factor 10","HGNC:11190","22q13.1"
"CCDC134","Approved symbol","CCDC134","coiled-coil domain containing 134","HGNC:26185","22q13.2"
"DEPDC5","Approved symbol","DEPDC5","DEP domain containing 5, GATOR1 subcomplex subunit","HGNC:18423","22q12.2-q12.3"
"PICK1","Approved symbol","PICK1","protein interacting with PRKCA 1","HGNC:9394","22q13.1"
"TTC28","Approved symbol","TTC28","tetratricopeptide repeat domain 28","HGNC:29179","22q12.1"
"SLC16A8","Approved symbol","SLC16A8","solute carrier family 16 member 8","HGNC:16270","22q13.1"
"CENPM","Approved symbol","CENPM","centromere protein M","HGNC:18352","22q13.2"
"SEPTIN3","Approved symbol","SEPTIN3","septin 3","HGNC:10750","22q13.2"
"SLC5A1","Approved symbol","SLC5A1","solute carrier family 5 member 1","HGNC:11036","22q12.3"
"SLC5A4","Approved symbol","SLC5A4","solute carrier family 5 member 4","HGNC:11039","22q12.3"
"KDELR3","Approved symbol","KDELR3","KDEL endoplasmic reticulum protein retention receptor 3","HGNC:6306","22q13.1"
"CYP2D6","Approved symbol","CYP2D6","cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene)","HGNC:2625","22q13.2"
"DDX17","Approved symbol","DDX17","DEAD-box helicase 17","HGNC:2740","22q13.1"
"DMC1","Approved symbol","DMC1","DNA meiotic recombinase 1","HGNC:2927","22q13.1"
"DMC1","Alias symbol","HID1","HID1 domain containing","HGNC:15736","17q25.1"
"TCF20","Approved symbol","TCF20","transcription factor 20","HGNC:11631","22q13.2"
"HSCB","Approved symbol","HSCB","HscB mitochondrial iron-sulfur cluster cochaperone","HGNC:28913","22q12.1"
"CBY1","Approved symbol","CBY1","chibby 1, beta catenin antagonist","HGNC:1307","22q13.1"
"TOMM22","Approved symbol","TOMM22","translocase of outer mitochondrial membrane 22","HGNC:18002","22q13.1"
"RSPH14","Approved symbol","RSPH14","radial spoke head 14 homolog","HGNC:13437","22q11.22-q11.23"
