sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"PNMA5","Approved symbol","PNMA5","PNMA family member 5","HGNC:18743","Xq28"
"PWWP2A","Approved symbol","PWWP2A","PWWP domain containing 2A","HGNC:29406","5q33.3"
"SMYD4","Approved symbol","SMYD4","SET and MYND domain containing 4","HGNC:21067","17p13.3"
"FHAD1","Approved symbol","FHAD1","forkhead associated phosphopeptide binding domain 1","HGNC:29408","1p36.21"
"SLAMF6","Approved symbol","SLAMF6","SLAM family member 6","HGNC:21392","1q23.2-q23.3"
"LOC114841035","Unmatched","","","",""
"CIMIP3","Approved symbol","CIMIP3","ciliary microtubule inner protein 3","HGNC:55126","6p21.1"
"OSBPL1A","Approved symbol","OSBPL1A","oxysterol binding protein like 1A","HGNC:16398","18q11.2"
"OSBPL5","Approved symbol","OSBPL5","oxysterol binding protein like 5","HGNC:16392","11p15.4"
"OSBPL6","Approved symbol","OSBPL6","oxysterol binding protein like 6","HGNC:16388","2q31.2"
"OSBPL7","Approved symbol","OSBPL7","oxysterol binding protein like 7","HGNC:16387","17q21.32"
"OSBPL8","Approved symbol","OSBPL8","oxysterol binding protein like 8","HGNC:16396","12q21.2"
"OSBPL9","Approved symbol","OSBPL9","oxysterol binding protein like 9","HGNC:16386","1p32.3"
"OSBPL10","Approved symbol","OSBPL10","oxysterol binding protein like 10","HGNC:16395","3p23"
"OSBPL11","Approved symbol","OSBPL11","oxysterol binding protein like 11","HGNC:16397","3q21.2"
"C1QTNF1","Approved symbol","C1QTNF1","C1q and TNF related 1","HGNC:14324","17q25.3"
"C1QTNF2","Approved symbol","C1QTNF2","C1q and TNF related 2","HGNC:14325","5q33.3"
"C1QTNF3","Approved symbol","C1QTNF3","C1q and TNF related 3","HGNC:14326","5p13.2"
"CIDEA","Approved symbol","CIDEA","cell death inducing DFFA like effector a","HGNC:1976","18p11.21"
"C1QTNF4","Approved symbol","C1QTNF4","C1q and TNF related 4","HGNC:14346","11p11.2"
"C1QTNF5","Approved symbol","C1QTNF5","C1q and TNF related 5","HGNC:14344","11q23.3"
"C1QTNF5","Alias symbol","MFRP","membrane frizzled-related protein","HGNC:18121","11q23.3"
"C1QTNF6","Approved symbol","C1QTNF6","C1q and TNF related 6","HGNC:14343","22q12.3"
"C1QTNF7","Approved symbol","C1QTNF7","C1q and TNF related 7","HGNC:14342","4p15.32"
"FBXO32","Approved symbol","FBXO32","F-box protein 32","HGNC:16731","8q24.13"
"TMEM123","Approved symbol","TMEM123","transmembrane protein 123","HGNC:30138","11q22.2"
"SMIM19","Approved symbol","SMIM19","small integral membrane protein 19","HGNC:25166","8p11.21"
"GPRASP2","Approved symbol","GPRASP2","G protein-coupled receptor associated sorting protein 2","HGNC:25169","Xq22.1"
"MRFAP1L1","Approved symbol","MRFAP1L1","Morf4 family associated protein 1 like 1","HGNC:28796","4p16.1"
"TSGA13","Approved symbol","TSGA13","testis specific 13","HGNC:12369","7q32.2"
"PTPMT1","Approved symbol","PTPMT1","protein tyrosine phosphatase mitochondrial 1","HGNC:26965","11p11.2"
"FLYWCH2","Approved symbol","FLYWCH2","FLYWCH family member 2","HGNC:25178","16p13.3"
"WDR31","Approved symbol","WDR31","WD repeat domain 31","HGNC:21421","9q32"
"VASN","Approved symbol","VASN","vasorin","HGNC:18517","16p13.3"
"ZNF618","Approved symbol","ZNF618","zinc finger protein 618","HGNC:29416","9q32"
"ADCY9","Approved symbol","ADCY9","adenylate cyclase 9","HGNC:240","16p13.3"
"CGAS","Approved symbol","CGAS","cyclic GMP-AMP synthase","HGNC:21367","6q13"
"SLC26A9","Approved symbol","SLC26A9","solute carrier family 26 member 9","HGNC:14469","1q32.1"
"NT5C3B","Approved symbol","NT5C3B","5'-nucleotidase, cytosolic IIIB","HGNC:28300","17q21.2"
"SLCO1B3-SLCO1B7","Approved symbol","SLCO1B3-SLCO1B7","SLCO1B3-SLCO1B7 readthrough","HGNC:54403","12p12.2"
"CCDC124","Approved symbol","CCDC124","coiled-coil domain containing 124","HGNC:25171","19p13.11"
"HAUS1","Approved symbol","HAUS1","HAUS augmin like complex subunit 1","HGNC:25174","18q21.1"
"SLC26A7","Approved symbol","SLC26A7","solute carrier family 26 member 7","HGNC:14467","8q21.3"
"MARCHF3","Approved symbol","MARCHF3","membrane associated ring-CH-type finger 3","HGNC:28728","5q23.2"
"ZNF554","Approved symbol","ZNF554","zinc finger protein 554","HGNC:26629","19p13.3"
"CKB","Approved symbol","CKB","creatine kinase B","HGNC:1991","14q32.33"
"ATG4A","Approved symbol","ATG4A","autophagy related 4A cysteine peptidase","HGNC:16489","Xq22.3"
"KCTD12","Approved symbol","KCTD12","potassium channel tetramerization domain containing 12","HGNC:14678","13q22.3"
"OMA1","Approved symbol","OMA1","OMA1 zinc metallopeptidase","HGNC:29661","1p32.2-p32.1"
"DUS4L-BCAP29","Approved symbol","DUS4L-BCAP29","DUS4L-BCAP29 readthrough","HGNC:54422","7q22.3"
"DDIT4L","Approved symbol","DDIT4L","DNA damage inducible transcript 4 like","HGNC:30555","4q24"
"RAB42","Approved symbol","RAB42","RAB42, member RAS oncogene family","HGNC:28702","1p35.3"
"RAB42","Previous symbol","RAB42P1","RAB42, member RAS oncogene family, pseudogene 1","HGNC:19799","14q32.11"
"SLC25A26","Approved symbol","SLC25A26","solute carrier family 25 member 26","HGNC:20661","3p14.1"
"FBXO17","Approved symbol","FBXO17","F-box protein 17","HGNC:18754","19q13.2"
"PCMTD1","Approved symbol","PCMTD1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1","HGNC:30483","8q11.23"
"CIRBP","Approved symbol","CIRBP","cold inducible RNA binding protein","HGNC:1982","19p13.3"
"GPR146","Approved symbol","GPR146","G protein-coupled receptor 146","HGNC:21718","7p22.3"
"FCRL1","Approved symbol","FCRL1","Fc receptor like 1","HGNC:18509","1q23.1"
"FCRL3","Approved symbol","FCRL3","Fc receptor like 3","HGNC:18506","1q23.1"
"LRRC42","Approved symbol","LRRC42","leucine rich repeat containing 42","HGNC:28792","1p32.3"
"GBP4","Approved symbol","GBP4","guanylate binding protein 4","HGNC:20480","1p22.2"
"GBP5","Approved symbol","GBP5","guanylate binding protein 5","HGNC:19895","1p22.2"
"LRRC56","Approved symbol","LRRC56","leucine rich repeat containing 56","HGNC:25430","11p15.5"
"CISH","Approved symbol","CISH","cytokine inducible SH2 containing protein","HGNC:1984","3p21.2"
"MALSU1","Approved symbol","MALSU1","mitochondrial assembly of ribosomal large subunit 1","HGNC:21721","7p15.3"
"UHRF2","Approved symbol","UHRF2","ubiquitin like with PHD and ring finger domains 2","HGNC:12557","9p24.1"
"H2AL3","Approved symbol","H2AL3","H2A.L variant histone 3","HGNC:53960","Xp11.4"
"TBCB","Approved symbol","TBCB","tubulin folding cofactor B","HGNC:1989","19q13.12"
"ZNF689","Approved symbol","ZNF689","zinc finger protein 689","HGNC:25173","16p11.2"
"FCHO2","Approved symbol","FCHO2","FCH and mu domain containing endocytic adaptor 2","HGNC:25180","5q13.2"
"ARHGEF25","Approved symbol","ARHGEF25","Rho guanine nucleotide exchange factor 25","HGNC:30275","12q13.3"
"ZNF501","Approved symbol","ZNF501","zinc finger protein 501","HGNC:23717","3p21.31"
"TENT5B","Approved symbol","TENT5B","terminal nucleotidyltransferase 5B","HGNC:28273","1p36.11"
"SLC5A11","Approved symbol","SLC5A11","solute carrier family 5 member 11","HGNC:23091","16p12.1"
"TNFRSF13C","Approved symbol","TNFRSF13C","TNF receptor superfamily member 13C","HGNC:17755","22q13.2"
"KIR3DL3","Approved symbol","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3","HGNC:16312","19q13.42"
"NOSTRIN","Approved symbol","NOSTRIN","nitric oxide synthase trafficking","HGNC:20203","2q24.3"
"ALPK2","Approved symbol","ALPK2","alpha kinase 2","HGNC:20565","18q21.31-q21.32"
"ARHGAP33","Approved symbol","ARHGAP33","Rho GTPase activating protein 33","HGNC:23085","19q13.12"
"EVI5L","Approved symbol","EVI5L","ecotropic viral integration site 5 like","HGNC:30464","19p13.2"
"TRMT61A","Approved symbol","TRMT61A","tRNA methyltransferase 61A","HGNC:23790","14q32.33"
"RASGRP4","Approved symbol","RASGRP4","RAS guanyl releasing protein 4","HGNC:18958","19q13.2"
"C12orf56","Approved symbol","C12orf56","chromosome 12 open reading frame 56","HGNC:26967","12q14.2"
"DIS3L","Approved symbol","DIS3L","DIS3 like exosome 3'-5' exoribonuclease","HGNC:28698","15q22.31"
"ARL11","Approved symbol","ARL11","ARF like GTPase 11","HGNC:24046","13q14.2"
"FANCD2OS","Approved symbol","FANCD2OS","FANCD2 opposite strand","HGNC:28623","3p25.3"
"CKM","Approved symbol","CKM","creatine kinase, M-type","HGNC:1994","19q13.32"
"IQCD","Unmatched","","","",""
"DHRS1","Approved symbol","DHRS1","dehydrogenase/reductase 1","HGNC:16445","14q12"
"WDFY2","Approved symbol","WDFY2","WD repeat and FYVE domain containing 2","HGNC:20482","13q14.3"
"RAB3C","Approved symbol","RAB3C","RAB3C, member RAS oncogene family","HGNC:30269","5q11.2"
"NXNL1","Approved symbol","NXNL1","nucleoredoxin like 1","HGNC:25179","19p13.11"
"CKMT1B","Approved symbol","CKMT1B","creatine kinase, mitochondrial 1B","HGNC:1995","15q15.3"
"CTHRC1","Approved symbol","CTHRC1","collagen triple helix repeat containing 1","HGNC:18831","8q22.3"
"TSR3","Approved symbol","TSR3","TSR3 ribosome maturation factor","HGNC:14175","16p13.3"
"ODAD3","Approved symbol","ODAD3","outer dynein arm docking complex subunit 3","HGNC:28303","19p13.2"
"ZNF653","Approved symbol","ZNF653","zinc finger protein 653","HGNC:25196","19p13.2"
"RNF166","Approved symbol","RNF166","ring finger protein 166","HGNC:28856","16q24.2-q24.3"
"ADCYAP1","Approved symbol","ADCYAP1","adenylate cyclase activating polypeptide 1","HGNC:241","18p11.32"
"CKMT2","Approved symbol","CKMT2","creatine kinase, mitochondrial 2","HGNC:1996","5q14.1"
"RMI2","Approved symbol","RMI2","RecQ mediated genome instability 2","HGNC:28349","16p13.13"
"FOXL3","Approved symbol","FOXL3","forkhead box L3","HGNC:54201","7p22.3"
"OSR2","Approved symbol","OSR2","odd-skipped related transciption factor 2","HGNC:15830","8q22.2"
"LRRC58","Approved symbol","LRRC58","leucine rich repeat containing 58","HGNC:26968","3q13.33"
"LYSMD3","Approved symbol","LYSMD3","LysM domain containing 3","HGNC:26969","5q14.3"
"BATF2","Approved symbol","BATF2","basic leucine zipper ATF-like transcription factor 2","HGNC:25163","11q13.1"
"SLC22A12","Approved symbol","SLC22A12","solute carrier family 22 member 12","HGNC:17989","11q13.1"
"DNTTIP1","Approved symbol","DNTTIP1","deoxynucleotidyltransferase terminal interacting protein 1","HGNC:16160","20q13.12"
"ERCC8","Approved symbol","ERCC8","ERCC excision repair 8, CSA ubiquitin ligase complex subunit","HGNC:3439","5q12.1"
"FOXP4","Approved symbol","FOXP4","forkhead box P4","HGNC:20842","6p21.1"
"ZNF526","Approved symbol","ZNF526","zinc finger protein 526","HGNC:29415","19q13.2"
"LRRC3B","Approved symbol","LRRC3B","leucine rich repeat containing 3B","HGNC:28105","3p24.1"
"KLHDC3","Approved symbol","KLHDC3","kelch domain containing 3","HGNC:20704","6p21.1"
"DNAAF10","Approved symbol","DNAAF10","dynein axonemal assembly factor 10","HGNC:25176","2p14"
"NUS1","Approved symbol","NUS1","NUS1 dehydrodolichyl diphosphate synthase subunit","HGNC:21042","6q22.1"
"FAM210B","Approved symbol","FAM210B","family with sequence similarity 210 member B","HGNC:16102","20q13.2"
"PHACTR3","Approved symbol","PHACTR3","phosphatase and actin regulator 3","HGNC:15833","20q13.32-q13.33"
"CYYR1","Approved symbol","CYYR1","cysteine and tyrosine rich 1","HGNC:16274","21q21.3"
"CMTM5","Approved symbol","CMTM5","CKLF like MARVEL transmembrane domain containing 5","HGNC:19176","14q11.2"
"TGM7","Approved symbol","TGM7","transglutaminase 7","HGNC:30790","15q15.2"
"TM4SF19","Approved symbol","TM4SF19","transmembrane 4 L six family member 19","HGNC:25167","3q29"
"PABIR1","Approved symbol","PABIR1","PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1","HGNC:23490","9q21.11"
"ZMYND19","Approved symbol","ZMYND19","zinc finger MYND-type containing 19","HGNC:21146","9q34.3"
"COX20","Approved symbol","COX20","cytochrome c oxidase assembly factor COX20","HGNC:26970","1q44"
"ABHD15","Approved symbol","ABHD15","abhydrolase domain containing 15","HGNC:26971","17q11.2"
"TLCD1","Approved symbol","TLCD1","TLC domain containing 1","HGNC:25177","17q11.2"
"GINM1","Approved symbol","GINM1","glycosylated integral membrane protein 1","HGNC:21074","6q25.1"
"MOGAT1","Approved symbol","MOGAT1","monoacylglycerol O-acyltransferase 1","HGNC:18210","2q36.1"
"ACSM1","Approved symbol","ACSM1","acyl-CoA synthetase medium chain family member 1","HGNC:18049","16p12.3"
"CKS1B","Approved symbol","CKS1B","CDC28 protein kinase regulatory subunit 1B","HGNC:19083","1q21.3"
"C8orf34","Approved symbol","C8orf34","chromosome 8 open reading frame 34","HGNC:30905","8q13.2"
"PANX3","Approved symbol","PANX3","pannexin 3","HGNC:20573","11q24.2"
"RBP7","Approved symbol","RBP7","retinol binding protein 7","HGNC:30316","1p36.22"
"SLC26A8","Approved symbol","SLC26A8","solute carrier family 26 member 8","HGNC:14468","6p21.31"
"LYPD1","Approved symbol","LYPD1","LY6/PLAUR domain containing 1","HGNC:28431","2q21.2"
"IL22RA2","Approved symbol","IL22RA2","interleukin 22 receptor subunit alpha 2","HGNC:14901","6q23.3"
"CKS2","Approved symbol","CKS2","CDC28 protein kinase regulatory subunit 2","HGNC:2000","9q22.2"
"ZNF837","Approved symbol","ZNF837","zinc finger protein 837","HGNC:25164","19q13.43"
"TM4SF18","Approved symbol","TM4SF18","transmembrane 4 L six family member 18","HGNC:25181","3q25.1"
"RAB39B","Approved symbol","RAB39B","RAB39B, member RAS oncogene family","HGNC:16499","Xq28"
"GRIN3A","Approved symbol","GRIN3A","glutamate ionotropic receptor NMDA type subunit 3A","HGNC:16767","9q31.1"
"GRIN3B","Approved symbol","GRIN3B","glutamate ionotropic receptor NMDA type subunit 3B","HGNC:16768","19p13.3"
"TOP1MT","Approved symbol","TOP1MT","DNA topoisomerase I mitochondrial","HGNC:29787","8q24.3"
"OLIG1","Approved symbol","OLIG1","oligodendrocyte transcription factor 1","HGNC:16983","21q22.11"
"CLNK","Approved symbol","CLNK","cytokine dependent hematopoietic cell linker","HGNC:17438","4p16.1"
"TSEN15","Approved symbol","TSEN15","tRNA splicing endonuclease subunit 15","HGNC:16791","1q25.3"
"NIBAN1","Approved symbol","NIBAN1","niban apoptosis regulator 1","HGNC:16784","1q25.3"
"MAS1L","Approved symbol","MAS1L","MAS1 proto-oncogene like, G protein-coupled receptor","HGNC:13961","6p22.1"
"MRGPRD","Approved symbol","MRGPRD","MAS related GPR family member D","HGNC:29626","11q13.3"
"APOA5","Approved symbol","APOA5","apolipoprotein A5","HGNC:17288","11q23.3"
"MRGPRE","Approved symbol","MRGPRE","MAS related GPR family member E","HGNC:30694","11p15.4"
"MRGPRF","Approved symbol","MRGPRF","MAS related GPR family member F","HGNC:24828","11q13.3"
"MRPL53","Approved symbol","MRPL53","mitochondrial ribosomal protein L53","HGNC:16684","2p13.1"
"MRPL54","Approved symbol","MRPL54","mitochondrial ribosomal protein L54","HGNC:16685","19p13.3"
"PPP1R27","Approved symbol","PPP1R27","protein phosphatase 1 regulatory subunit 27","HGNC:16813","17q25.3"
"TBCEL-TECTA","Approved symbol","TBCEL-TECTA","TBCEL-TECTA readthrough","HGNC:54857","11q23.3"
"RPL39L","Approved symbol","RPL39L","ribosomal protein L39 like","HGNC:17094","3q27.3"
"HSPA12B","Approved symbol","HSPA12B","heat shock protein family A (Hsp70) member 12B","HGNC:16193","20p13"
"CNTROB","Approved symbol","CNTROB","centrobin, centriole duplication and spindle assembly protein","HGNC:29616","17p13.1"
"SNAP47","Approved symbol","SNAP47","synaptosome associated protein 47","HGNC:30669","1q42.13"
"LEAP2","Approved symbol","LEAP2","liver enriched antimicrobial peptide 2","HGNC:29571","5q31.1"
"SLC18B1","Approved symbol","SLC18B1","solute carrier family 18 member B1","HGNC:21573","6q23.2"
"LRG1","Approved symbol","LRG1","leucine rich alpha-2-glycoprotein 1","HGNC:29480","19p13.3"
"MED12L","Approved symbol","MED12L","mediator complex subunit 12L","HGNC:16050","3q25.1"
"WDR17","Approved symbol","WDR17","WD repeat domain 17","HGNC:16661","4q34.2"
"ART5","Approved symbol","ART5","ADP-ribosyltransferase 5","HGNC:24049","11p15.4"
"ACAP3","Approved symbol","ACAP3","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3","HGNC:16754","1p36.33"
"ARAP2","Approved symbol","ARAP2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2","HGNC:16924","4p14"
"ARAP1","Approved symbol","ARAP1","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1","HGNC:16925","11q13.4"
"AGAP2","Approved symbol","AGAP2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","HGNC:16921","12q14.1"
"AGAP1","Approved symbol","AGAP1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1","HGNC:16922","2q37.2"
"AGAP3","Approved symbol","AGAP3","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3","HGNC:16923","7q36.1"
"ADCYAP1R1","Approved symbol","ADCYAP1R1","ADCYAP receptor type I","HGNC:242","7p14.3"
"FAM246C","Approved symbol","FAM246C","family with sequence similarity 246 member C (gene/pseudogene)","HGNC:54842","22q11.21"
"FAM246B","Approved symbol","FAM246B","family with sequence similarity 246 member B","HGNC:54843","22q11.21"
"FAM246A","Approved symbol","FAM246A","family with sequence similarity 246 member A","HGNC:54844","22q11.21"
"TADA1","Approved symbol","TADA1","transcriptional adaptor 1","HGNC:30631","1q24.1"
"CATSPER1","Approved symbol","CATSPER1","cation channel sperm associated 1","HGNC:17116","11q13.1"
"THEM4","Approved symbol","THEM4","thioesterase superfamily member 4","HGNC:17947","1q21.3"
"DACH2","Approved symbol","DACH2","dachshund family transcription factor 2","HGNC:16814","Xq21.2"
"CATSPER2","Approved symbol","CATSPER2","cation channel sperm associated 2","HGNC:18810","15q15.3"
"SCGB3A2","Approved symbol","SCGB3A2","secretoglobin family 3A member 2","HGNC:18391","5q32"
"SH2D1B","Approved symbol","SH2D1B","SH2 domain containing 1B","HGNC:30416","1q23.3"
"DCD","Approved symbol","DCD","dermcidin","HGNC:14669","12q13.2"
"WFIKKN1","Approved symbol","WFIKKN1","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1","HGNC:30912","16p13.3"
"RAB3IP","Approved symbol","RAB3IP","RAB3A interacting protein","HGNC:16508","12q15"
"SSX2IP","Approved symbol","SSX2IP","SSX family member 2 interacting protein","HGNC:16509","1p22.3"
"MRGPRX2","Approved symbol","MRGPRX2","MAS related GPR family member X2","HGNC:17983","11p15.1"
"MRGPRX3","Approved symbol","MRGPRX3","MAS related GPR family member X3","HGNC:17980","11p15.1"
"MRGPRX4","Approved symbol","MRGPRX4","MAS related GPR family member X4","HGNC:17617","11p15.1"
"PLAAT5","Approved symbol","PLAAT5","phospholipase A and acyltransferase 5","HGNC:24978","11q12.3"
"FTSJ3","Approved symbol","FTSJ3","FtsJ RNA 2'-O-methyltransferase 3","HGNC:17136","17q23.3"
"SLC16A10","Approved symbol","SLC16A10","solute carrier family 16 member 10","HGNC:17027","6q21"
"GALNT15","Approved symbol","GALNT15","polypeptide N-acetylgalactosaminyltransferase 15","HGNC:21531","3p25.1"
"GALNT15","Previous symbol","GALNTL5","polypeptide N-acetylgalactosaminyltransferase like 5","HGNC:21725","7q36.1"
"GALNT15","Alias symbol","GALNT18","polypeptide N-acetylgalactosaminyltransferase 18","HGNC:30488","11p15.4"
"IP6K3","Approved symbol","IP6K3","inositol hexakisphosphate kinase 3","HGNC:17269","6p21.31"
"DEFB118","Approved symbol","DEFB118","defensin beta 118","HGNC:16196","20q11.21"
